KO,Definition,Gene IDs,DRR127476_bin.16,DRR127514_bin.3,DRR127619_bin.11,DRR127718_bin.11,DRR127720_bin.6,DRR127752_bin.18_sub,DRR127755_bin.21,MH_sensitive_DRR127478_SemiBin_56,MH_sensitive_DRR127532_SemiBin_33,MH_sensitive_DRR127537_SemiBin_56,MH_sensitive_DRR127557_SemiBin_47,MH_sensitive_DRR127567_SemiBin_19,MH_sensitive_DRR127647_SemiBin_28,MH_sensitive_DRR127692_SemiBin_11,MH_sensitive_DRR127708_SemiBin_52,MH_sensitive_DRR127721_SemiBin_53,MH_sensitive_DRR127736_SemiBin_32,MH_sensitive_DRR127751_SemiBin_5,MH_sensitive_DRR171465_SemiBin_39
K05601,hydroxylamine reductase [EC:1.7.99.1],gnl|Prokka|AKEAHCKB_03285;gnl|Prokka|APDOGEMG_03121;gnl|Prokka|BNGDJCLN_02342;gnl|Prokka|COAKLHLB_04273;gnl|Prokka|HCDLLMMA_01638;gnl|Prokka|HIPMDEKK_01566;gnl|Prokka|IAHBEFHN_00137;gnl|Prokka|ICHPHMKM_03282;gnl|Prokka|JCIDEFIG_02729;gnl|Prokka|JDDPIIHO_03381;gnl|Prokka|KAGGKOGE_00995;gnl|Prokka|KIDIHNBK_03198;gnl|Prokka|LGNBBEFE_04119;gnl|Prokka|LKCJGGKA_00308;gnl|Prokka|MKNIKEAA_03337;gnl|Prokka|NGKABENH_01553;gnl|Prokka|NKEMDPIE_03711;gnl|Prokka|PJBPACPC_00911;gnl|Prokka|PLJPCPFJ_03024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K07708,two-component system; NtrC family; nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3],gnl|Prokka|AKEAHCKB_01967;gnl|Prokka|APDOGEMG_00328;gnl|Prokka|BNGDJCLN_02505;gnl|Prokka|COAKLHLB_02217;gnl|Prokka|HCDLLMMA_00824;gnl|Prokka|HIPMDEKK_01162;gnl|Prokka|IAHBEFHN_01971;gnl|Prokka|ICHPHMKM_00256;gnl|Prokka|JCIDEFIG_00472;gnl|Prokka|JDDPIIHO_02317;gnl|Prokka|KAGGKOGE_02227;gnl|Prokka|KIDIHNBK_02818;gnl|Prokka|LGNBBEFE_01892;gnl|Prokka|LKCJGGKA_02172;gnl|Prokka|MKNIKEAA_03713;gnl|Prokka|NGKABENH_04618;gnl|Prokka|NKEMDPIE_03229;gnl|Prokka|PJBPACPC_03622;gnl|Prokka|PLJPCPFJ_00297,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K01914,aspartate--ammonia ligase [EC:6.3.1.1],gnl|Prokka|AKEAHCKB_00290;gnl|Prokka|APDOGEMG_04321;gnl|Prokka|BNGDJCLN_02569;gnl|Prokka|COAKLHLB_01132;gnl|Prokka|HCDLLMMA_03273;gnl|Prokka|HIPMDEKK_00217;gnl|Prokka|IAHBEFHN_02906;gnl|Prokka|JCIDEFIG_04396;gnl|Prokka|JDDPIIHO_03918;gnl|Prokka|KAGGKOGE_03168;gnl|Prokka|KIDIHNBK_00772;gnl|Prokka|LGNBBEFE_03707;gnl|Prokka|LKCJGGKA_03730;gnl|Prokka|MKNIKEAA_00519;gnl|Prokka|NGKABENH_02478;gnl|Prokka|NKEMDPIE_03849;gnl|Prokka|PJBPACPC_03215,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
K03704,cold shock protein,gnl|Prokka|AKEAHCKB_00632;gnl|Prokka|AKEAHCKB_01551;gnl|Prokka|AKEAHCKB_02001;gnl|Prokka|AKEAHCKB_02297;gnl|Prokka|AKEAHCKB_02544;gnl|Prokka|AKEAHCKB_03292;gnl|Prokka|APDOGEMG_00449;gnl|Prokka|APDOGEMG_00604;gnl|Prokka|APDOGEMG_02641;gnl|Prokka|APDOGEMG_02822;gnl|Prokka|APDOGEMG_03057;gnl|Prokka|APDOGEMG_04093;gnl|Prokka|APDOGEMG_04098;gnl|Prokka|BNGDJCLN_02349;gnl|Prokka|BNGDJCLN_02458;gnl|Prokka|BNGDJCLN_02832;gnl|Prokka|BNGDJCLN_04025;gnl|Prokka|BNGDJCLN_04294;gnl|Prokka|BNGDJCLN_04300;gnl|Prokka|BNGDJCLN_04397;gnl|Prokka|COAKLHLB_00580;gnl|Prokka|COAKLHLB_01392;gnl|Prokka|COAKLHLB_01834;gnl|Prokka|COAKLHLB_01840;gnl|Prokka|COAKLHLB_02227;gnl|Prokka|COAKLHLB_02482;gnl|Prokka|COAKLHLB_04280;gnl|Prokka|HCDLLMMA_01328;gnl|Prokka|HCDLLMMA_01646;gnl|Prokka|HCDLLMMA_01748;gnl|Prokka|HCDLLMMA_02286;gnl|Prokka|HCDLLMMA_03466;gnl|Prokka|HCDLLMMA_03798;gnl|Prokka|HIPMDEKK_00736;gnl|Prokka|HIPMDEKK_02097;gnl|Prokka|HIPMDEKK_02328;gnl|Prokka|HIPMDEKK_02870;gnl|Prokka|HIPMDEKK_03575;gnl|Prokka|IAHBEFHN_00027;gnl|Prokka|IAHBEFHN_00144;gnl|Prokka|IAHBEFHN_01424;gnl|Prokka|IAHBEFHN_02790;gnl|Prokka|IAHBEFHN_02983;gnl|Prokka|ICHPHMKM_00454;gnl|Prokka|ICHPHMKM_01316;gnl|Prokka|ICHPHMKM_01387;gnl|Prokka|ICHPHMKM_02715;gnl|Prokka|JCIDEFIG_00999;gnl|Prokka|JCIDEFIG_01418;gnl|Prokka|JCIDEFIG_01478;gnl|Prokka|JCIDEFIG_01941;gnl|Prokka|JCIDEFIG_02736;gnl|Prokka|JCIDEFIG_04182;gnl|Prokka|JDDPIIHO_00167;gnl|Prokka|JDDPIIHO_00657;gnl|Prokka|JDDPIIHO_01477;gnl|Prokka|JDDPIIHO_01930;gnl|Prokka|JDDPIIHO_02701;gnl|Prokka|KAGGKOGE_00848;gnl|Prokka|KAGGKOGE_00988;gnl|Prokka|KAGGKOGE_02671;gnl|Prokka|KAGGKOGE_03406;gnl|Prokka|KAGGKOGE_03876;gnl|Prokka|KIDIHNBK_00838;gnl|Prokka|KIDIHNBK_01878;gnl|Prokka|KIDIHNBK_02570;gnl|Prokka|KIDIHNBK_02951;gnl|Prokka|KIDIHNBK_03205;gnl|Prokka|LGNBBEFE_00100;gnl|Prokka|LGNBBEFE_00847;gnl|Prokka|LGNBBEFE_01313;gnl|Prokka|LGNBBEFE_03131;gnl|Prokka|LGNBBEFE_03656;gnl|Prokka|LGNBBEFE_04112;gnl|Prokka|LKCJGGKA_00301;gnl|Prokka|LKCJGGKA_00897;gnl|Prokka|LKCJGGKA_02239;gnl|Prokka|LKCJGGKA_03434;gnl|Prokka|LKCJGGKA_03440;gnl|Prokka|LKCJGGKA_03776;gnl|Prokka|LKCJGGKA_03974;gnl|Prokka|MKNIKEAA_01018;gnl|Prokka|MKNIKEAA_02279;gnl|Prokka|MKNIKEAA_03237;gnl|Prokka|MKNIKEAA_03330;gnl|Prokka|NGKABENH_01389;gnl|Prokka|NGKABENH_01546;gnl|Prokka|NGKABENH_01783;gnl|Prokka|NGKABENH_02666;gnl|Prokka|NGKABENH_03146;gnl|Prokka|NKEMDPIE_01342;gnl|Prokka|NKEMDPIE_02100;gnl|Prokka|NKEMDPIE_02913;gnl|Prokka|NKEMDPIE_03421;gnl|Prokka|NKEMDPIE_03704;gnl|Prokka|PJBPACPC_00592;gnl|Prokka|PJBPACPC_00850;gnl|Prokka|PJBPACPC_00855;gnl|Prokka|PJBPACPC_00918;gnl|Prokka|PJBPACPC_01010;gnl|Prokka|PJBPACPC_01215;gnl|Prokka|PJBPACPC_03031;gnl|Prokka|PLJPCPFJ_00491;gnl|Prokka|PLJPCPFJ_01317;gnl|Prokka|PLJPCPFJ_01745;gnl|Prokka|PLJPCPFJ_02269;gnl|Prokka|PLJPCPFJ_03031,7,6,7,7,6,5,7,4,5,5,7,4,5,5,5,6,5,6,5
K05838,putative thioredoxin,gnl|Prokka|AKEAHCKB_01290;gnl|Prokka|APDOGEMG_01865;gnl|Prokka|BNGDJCLN_02929;gnl|Prokka|COAKLHLB_03851;gnl|Prokka|HCDLLMMA_01915;gnl|Prokka|HIPMDEKK_01003;gnl|Prokka|IAHBEFHN_03666;gnl|Prokka|ICHPHMKM_00511;gnl|Prokka|JCIDEFIG_03777;gnl|Prokka|JDDPIIHO_03261;gnl|Prokka|KAGGKOGE_02577;gnl|Prokka|KIDIHNBK_01297;gnl|Prokka|LGNBBEFE_01586;gnl|Prokka|LKCJGGKA_02492;gnl|Prokka|MKNIKEAA_04185;gnl|Prokka|NGKABENH_00891;gnl|Prokka|NKEMDPIE_00927;gnl|Prokka|PJBPACPC_00165;gnl|Prokka|PLJPCPFJ_02249,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K19162,hha toxicity modulator TomB,gnl|Prokka|AKEAHCKB_01322;gnl|Prokka|APDOGEMG_01896;gnl|Prokka|BNGDJCLN_02961;gnl|Prokka|COAKLHLB_03820;gnl|Prokka|HCDLLMMA_01951;gnl|Prokka|HIPMDEKK_01652;gnl|Prokka|IAHBEFHN_02524;gnl|Prokka|ICHPHMKM_02153;gnl|Prokka|JCIDEFIG_02468;gnl|Prokka|JDDPIIHO_03534;gnl|Prokka|KAGGKOGE_02543;gnl|Prokka|KIDIHNBK_01332;gnl|Prokka|LGNBBEFE_03182;gnl|Prokka|LKCJGGKA_02795;gnl|Prokka|MKNIKEAA_04218;gnl|Prokka|NGKABENH_00853;gnl|Prokka|NKEMDPIE_00895;gnl|Prokka|PJBPACPC_00197;gnl|Prokka|PLJPCPFJ_03290,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K02257,heme o synthase [EC:2.5.1.141],gnl|Prokka|AKEAHCKB_01355;gnl|Prokka|APDOGEMG_01928;gnl|Prokka|BNGDJCLN_02993;gnl|Prokka|COAKLHLB_03788;gnl|Prokka|HCDLLMMA_01983;gnl|Prokka|HIPMDEKK_03372;gnl|Prokka|IAHBEFHN_01470;gnl|Prokka|ICHPHMKM_02121;gnl|Prokka|JCIDEFIG_02436;gnl|Prokka|JDDPIIHO_00520;gnl|Prokka|KAGGKOGE_02981;gnl|Prokka|KIDIHNBK_01364;gnl|Prokka|LGNBBEFE_03150;gnl|Prokka|LKCJGGKA_03840;gnl|Prokka|MKNIKEAA_04250;gnl|Prokka|NGKABENH_00821;gnl|Prokka|NKEMDPIE_01611;gnl|Prokka|PJBPACPC_00229;gnl|Prokka|PLJPCPFJ_03322,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K08156,MFS transporter; DHA1 family; arabinose polymer utilization protein,gnl|Prokka|AKEAHCKB_01393;gnl|Prokka|APDOGEMG_01963;gnl|Prokka|BNGDJCLN_03025;gnl|Prokka|COAKLHLB_03756;gnl|Prokka|HCDLLMMA_02016;gnl|Prokka|HIPMDEKK_03169;gnl|Prokka|IAHBEFHN_02266;gnl|Prokka|ICHPHMKM_00713;gnl|Prokka|JCIDEFIG_00497;gnl|Prokka|JDDPIIHO_00932;gnl|Prokka|KAGGKOGE_02786;gnl|Prokka|KIDIHNBK_01397;gnl|Prokka|LGNBBEFE_01930;gnl|Prokka|LKCJGGKA_01446;gnl|Prokka|MKNIKEAA_04282;gnl|Prokka|NGKABENH_00789;gnl|Prokka|NKEMDPIE_01579;gnl|Prokka|PJBPACPC_00263;gnl|Prokka|PLJPCPFJ_03358,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K00121,S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1],gnl|Prokka|AKEAHCKB_03394;gnl|Prokka|APDOGEMG_01994;gnl|Prokka|BNGDJCLN_03057;gnl|Prokka|COAKLHLB_00631;gnl|Prokka|HCDLLMMA_02048;gnl|Prokka|HIPMDEKK_02805;gnl|Prokka|IAHBEFHN_02079;gnl|Prokka|ICHPHMKM_02981;gnl|Prokka|JCIDEFIG_00529;gnl|Prokka|JDDPIIHO_01203;gnl|Prokka|KAGGKOGE_02814;gnl|Prokka|KIDIHNBK_01426;gnl|Prokka|LGNBBEFE_00973;gnl|Prokka|LKCJGGKA_01414;gnl|Prokka|MKNIKEAA_04315;gnl|Prokka|NGKABENH_00616;gnl|Prokka|NKEMDPIE_03044;gnl|Prokka|PJBPACPC_00296;gnl|Prokka|PLJPCPFJ_03394,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K02396,flagellar hook-associated protein 1,gnl|Prokka|AKEAHCKB_04187;gnl|Prokka|APDOGEMG_02318;gnl|Prokka|BNGDJCLN_00572;gnl|Prokka|BNGDJCLN_03155;gnl|Prokka|COAKLHLB_02932;gnl|Prokka|COAKLHLB_03037;gnl|Prokka|HCDLLMMA_03604;gnl|Prokka|HIPMDEKK_02223;gnl|Prokka|IAHBEFHN_01123;gnl|Prokka|ICHPHMKM_02323;gnl|Prokka|JCIDEFIG_00870;gnl|Prokka|KAGGKOGE_02274;gnl|Prokka|KIDIHNBK_01794;gnl|Prokka|KIDIHNBK_02106;gnl|Prokka|LGNBBEFE_02222;gnl|Prokka|LKCJGGKA_00985;gnl|Prokka|LKCJGGKA_03392;gnl|Prokka|MKNIKEAA_02772;gnl|Prokka|NGKABENH_00076;gnl|Prokka|NKEMDPIE_01213;gnl|Prokka|PJBPACPC_00394;gnl|Prokka|PJBPACPC_01094;gnl|Prokka|PLJPCPFJ_01632,2,1,1,2,1,0,2,1,1,1,2,1,1,1,1,1,2,1,1
K01061,carboxymethylenebutenolidase [EC:3.1.1.45],gnl|Prokka|AKEAHCKB_01139;gnl|Prokka|AKEAHCKB_01449;gnl|Prokka|APDOGEMG_02589;gnl|Prokka|APDOGEMG_03129;gnl|Prokka|BNGDJCLN_00883;gnl|Prokka|BNGDJCLN_03220;gnl|Prokka|COAKLHLB_02174;gnl|Prokka|COAKLHLB_04333;gnl|Prokka|HCDLLMMA_03180;gnl|Prokka|HCDLLMMA_04401;gnl|Prokka|HIPMDEKK_00265;gnl|Prokka|HIPMDEKK_02319;gnl|Prokka|IAHBEFHN_00172;gnl|Prokka|IAHBEFHN_00536;gnl|Prokka|ICHPHMKM_00982;gnl|Prokka|ICHPHMKM_01926;gnl|Prokka|JCIDEFIG_02139;gnl|Prokka|JCIDEFIG_02991;gnl|Prokka|JDDPIIHO_01703;gnl|Prokka|JDDPIIHO_03877;gnl|Prokka|KAGGKOGE_00462;gnl|Prokka|KAGGKOGE_03484;gnl|Prokka|KIDIHNBK_00242;gnl|Prokka|KIDIHNBK_02693;gnl|Prokka|LGNBBEFE_01611;gnl|Prokka|LGNBBEFE_03819;gnl|Prokka|LKCJGGKA_00191;gnl|Prokka|MKNIKEAA_00370;gnl|Prokka|MKNIKEAA_03778;gnl|Prokka|NGKABENH_03367;gnl|Prokka|NGKABENH_04128;gnl|Prokka|NKEMDPIE_01372;gnl|Prokka|NKEMDPIE_03082;gnl|Prokka|PJBPACPC_00088;gnl|Prokka|PJBPACPC_02547;gnl|Prokka|PLJPCPFJ_01028;gnl|Prokka|PLJPCPFJ_01029;gnl|Prokka|PLJPCPFJ_02223,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2
K10013,lysine/arginine/ornithine transport system substrate-binding protein,gnl|Prokka|AKEAHCKB_01599;gnl|Prokka|APDOGEMG_04404;gnl|Prokka|BNGDJCLN_03491;gnl|Prokka|COAKLHLB_00731;gnl|Prokka|HCDLLMMA_00428;gnl|Prokka|HIPMDEKK_03554;gnl|Prokka|IAHBEFHN_01878;gnl|Prokka|ICHPHMKM_00919;gnl|Prokka|JCIDEFIG_00284;gnl|Prokka|JDDPIIHO_00860;gnl|Prokka|KAGGKOGE_01434;gnl|Prokka|KIDIHNBK_04456;gnl|Prokka|LGNBBEFE_02797;gnl|Prokka|LKCJGGKA_03037;gnl|Prokka|LKCJGGKA_03628;gnl|Prokka|MKNIKEAA_01777;gnl|Prokka|NGKABENH_00990;gnl|Prokka|NKEMDPIE_00593;gnl|Prokka|PJBPACPC_02040;gnl|Prokka|PLJPCPFJ_04393,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
K00340,NADH-quinone oxidoreductase subunit K [EC:7.1.1.2],gnl|Prokka|AKEAHCKB_01567;gnl|Prokka|APDOGEMG_04372;gnl|Prokka|BNGDJCLN_03523;gnl|Prokka|COAKLHLB_00287;gnl|Prokka|HCDLLMMA_00460;gnl|Prokka|HIPMDEKK_03332;gnl|Prokka|IAHBEFHN_02087;gnl|Prokka|ICHPHMKM_00585;gnl|Prokka|ICHPHMKM_00887;gnl|Prokka|JCIDEFIG_03525;gnl|Prokka|KAGGKOGE_01466;gnl|Prokka|KIDIHNBK_04425;gnl|Prokka|LGNBBEFE_02765;gnl|Prokka|LKCJGGKA_03597;gnl|Prokka|MKNIKEAA_01808;gnl|Prokka|NGKABENH_01022;gnl|Prokka|NKEMDPIE_00562;gnl|Prokka|PJBPACPC_02007;gnl|Prokka|PLJPCPFJ_04425,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1
K00111,glycerol-3-phosphate dehydrogenase [EC:1.1.5.3],gnl|Prokka|AKEAHCKB_03498;gnl|Prokka|AKEAHCKB_04246;gnl|Prokka|APDOGEMG_00180;gnl|Prokka|APDOGEMG_03158;gnl|Prokka|BNGDJCLN_02026;gnl|Prokka|BNGDJCLN_03555;gnl|Prokka|COAKLHLB_00080;gnl|Prokka|COAKLHLB_00252;gnl|Prokka|HCDLLMMA_00101;gnl|Prokka|HCDLLMMA_00497;gnl|Prokka|HIPMDEKK_02586;gnl|Prokka|HIPMDEKK_02920;gnl|Prokka|IAHBEFHN_00519;gnl|Prokka|IAHBEFHN_02759;gnl|Prokka|ICHPHMKM_00132;gnl|Prokka|ICHPHMKM_00865;gnl|Prokka|ICHPHMKM_01238;gnl|Prokka|JCIDEFIG_00371;gnl|Prokka|JCIDEFIG_03885;gnl|Prokka|JDDPIIHO_02948;gnl|Prokka|JDDPIIHO_03134;gnl|Prokka|KAGGKOGE_01501;gnl|Prokka|KAGGKOGE_03580;gnl|Prokka|KIDIHNBK_03886;gnl|Prokka|KIDIHNBK_04389;gnl|Prokka|LGNBBEFE_00259;gnl|Prokka|LGNBBEFE_02091;gnl|Prokka|LKCJGGKA_00553;gnl|Prokka|LKCJGGKA_04044;gnl|Prokka|MKNIKEAA_00101;gnl|Prokka|MKNIKEAA_01844;gnl|Prokka|NGKABENH_03620;gnl|Prokka|NGKABENH_03721;gnl|Prokka|NKEMDPIE_01118;gnl|Prokka|NKEMDPIE_02160;gnl|Prokka|PJBPACPC_01971;gnl|Prokka|PJBPACPC_04152;gnl|Prokka|PLJPCPFJ_02619;gnl|Prokka|PLJPCPFJ_04456,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2
K02568,nitrate reductase (cytochrome); electron transfer subunit,gnl|Prokka|AKEAHCKB_02846;gnl|Prokka|APDOGEMG_03190;gnl|Prokka|BNGDJCLN_03587;gnl|Prokka|COAKLHLB_00213;gnl|Prokka|HCDLLMMA_00537;gnl|Prokka|HIPMDEKK_00802;gnl|Prokka|IAHBEFHN_03308;gnl|Prokka|ICHPHMKM_02437;gnl|Prokka|JCIDEFIG_04083;gnl|Prokka|JDDPIIHO_00047;gnl|Prokka|KAGGKOGE_01539;gnl|Prokka|KIDIHNBK_04352;gnl|Prokka|LGNBBEFE_00217;gnl|Prokka|LKCJGGKA_01050;gnl|Prokka|MKNIKEAA_01882;gnl|Prokka|NGKABENH_03758;gnl|Prokka|NKEMDPIE_02680;gnl|Prokka|PJBPACPC_01934;gnl|Prokka|PLJPCPFJ_04511,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K11183,multiphosphoryl transfer protein [EC:2.7.1.202],gnl|Prokka|AKEAHCKB_00357;gnl|Prokka|APDOGEMG_03223;gnl|Prokka|BNGDJCLN_03620;gnl|Prokka|COAKLHLB_03150;gnl|Prokka|HCDLLMMA_00570;gnl|Prokka|HIPMDEKK_03512;gnl|Prokka|ICHPHMKM_02860;gnl|Prokka|JCIDEFIG_00674;gnl|Prokka|JDDPIIHO_01010;gnl|Prokka|KAGGKOGE_01573;gnl|Prokka|KIDIHNBK_04318;gnl|Prokka|LGNBBEFE_03002;gnl|Prokka|LKCJGGKA_02611;gnl|Prokka|MKNIKEAA_01917;gnl|Prokka|NGKABENH_03792;gnl|Prokka|NKEMDPIE_01664;gnl|Prokka|PJBPACPC_01900;gnl|Prokka|PLJPCPFJ_04559,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
K02412,flagellum-specific ATP synthase [EC:7.4.2.8],gnl|Prokka|AKEAHCKB_03122;gnl|Prokka|APDOGEMG_01256;gnl|Prokka|BNGDJCLN_03172;gnl|Prokka|BNGDJCLN_03913;gnl|Prokka|COAKLHLB_00596;gnl|Prokka|COAKLHLB_02915;gnl|Prokka|HCDLLMMA_02613;gnl|Prokka|IAHBEFHN_03724;gnl|Prokka|ICHPHMKM_02403;gnl|Prokka|JCIDEFIG_02246;gnl|Prokka|JDDPIIHO_03662;gnl|Prokka|KAGGKOGE_03988;gnl|Prokka|KIDIHNBK_01263;gnl|Prokka|KIDIHNBK_02127;gnl|Prokka|LGNBBEFE_01179;gnl|Prokka|LKCJGGKA_02353;gnl|Prokka|LKCJGGKA_03375;gnl|Prokka|MKNIKEAA_02165;gnl|Prokka|NGKABENH_03308;gnl|Prokka|NKEMDPIE_01956;gnl|Prokka|PJBPACPC_00413;gnl|Prokka|PJBPACPC_00478;gnl|Prokka|PLJPCPFJ_02074,2,1,1,2,1,1,2,1,1,1,2,1,1,0,1,1,2,1,1
K10537,L-arabinose transport system substrate-binding protein,gnl|Prokka|AKEAHCKB_02988;gnl|Prokka|APDOGEMG_01300;gnl|Prokka|BNGDJCLN_03948;gnl|Prokka|COAKLHLB_01468;gnl|Prokka|HCDLLMMA_03721;gnl|Prokka|HIPMDEKK_00405;gnl|Prokka|IAHBEFHN_03082;gnl|Prokka|ICHPHMKM_03360;gnl|Prokka|JCIDEFIG_03575;gnl|Prokka|KAGGKOGE_03952;gnl|Prokka|KIDIHNBK_01165;gnl|Prokka|LGNBBEFE_02186;gnl|Prokka|LKCJGGKA_02315;gnl|Prokka|MKNIKEAA_02205;gnl|Prokka|NGKABENH_03220;gnl|Prokka|NKEMDPIE_01917;gnl|Prokka|PJBPACPC_00518;gnl|Prokka|PLJPCPFJ_03588,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
K01876,aspartyl-tRNA synthetase [EC:6.1.1.12],gnl|Prokka|AKEAHCKB_04106;gnl|Prokka|APDOGEMG_01332;gnl|Prokka|BNGDJCLN_03980;gnl|Prokka|COAKLHLB_01436;gnl|Prokka|HCDLLMMA_03754;gnl|Prokka|HIPMDEKK_00437;gnl|Prokka|IAHBEFHN_03051;gnl|Prokka|ICHPHMKM_03328;gnl|Prokka|JCIDEFIG_01987;gnl|Prokka|JDDPIIHO_03365;gnl|Prokka|KAGGKOGE_03920;gnl|Prokka|KIDIHNBK_01133;gnl|Prokka|LGNBBEFE_00337;gnl|Prokka|LKCJGGKA_02284;gnl|Prokka|MKNIKEAA_02236;gnl|Prokka|NGKABENH_03189;gnl|Prokka|NKEMDPIE_03378;gnl|Prokka|PJBPACPC_00549;gnl|Prokka|PLJPCPFJ_03515,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K00432,glutathione peroxidase [EC:1.11.1.9],gnl|Prokka|AKEAHCKB_00089;gnl|Prokka|APDOGEMG_01030;gnl|Prokka|BNGDJCLN_04140;gnl|Prokka|COAKLHLB_03407;gnl|Prokka|HCDLLMMA_03910;gnl|Prokka|IAHBEFHN_02374;gnl|Prokka|ICHPHMKM_03056;gnl|Prokka|JCIDEFIG_02315;gnl|Prokka|JDDPIIHO_03354;gnl|Prokka|KAGGKOGE_03772;gnl|Prokka|KIDIHNBK_00943;gnl|Prokka|LGNBBEFE_00146;gnl|Prokka|LKCJGGKA_02463;gnl|Prokka|MKNIKEAA_02383;gnl|Prokka|NGKABENH_03042;gnl|Prokka|NKEMDPIE_02189;gnl|Prokka|PJBPACPC_00699;gnl|Prokka|PLJPCPFJ_02383,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
K02426,cysteine desulfuration protein SufE,gnl|Prokka|AKEAHCKB_01004;gnl|Prokka|AKEAHCKB_02587;gnl|Prokka|APDOGEMG_00999;gnl|Prokka|APDOGEMG_01760;gnl|Prokka|BNGDJCLN_01421;gnl|Prokka|BNGDJCLN_04172;gnl|Prokka|COAKLHLB_03439;gnl|Prokka|COAKLHLB_04182;gnl|Prokka|HCDLLMMA_01084;gnl|Prokka|HCDLLMMA_03942;gnl|Prokka|HIPMDEKK_01462;gnl|Prokka|HIPMDEKK_02973;gnl|Prokka|IAHBEFHN_00916;gnl|Prokka|IAHBEFHN_03510;gnl|Prokka|ICHPHMKM_03024;gnl|Prokka|ICHPHMKM_03570;gnl|Prokka|JCIDEFIG_01576;gnl|Prokka|JCIDEFIG_01874;gnl|Prokka|JDDPIIHO_02910;gnl|Prokka|JDDPIIHO_03464;gnl|Prokka|KAGGKOGE_00282;gnl|Prokka|KAGGKOGE_03741;gnl|Prokka|KIDIHNBK_00011;gnl|Prokka|KIDIHNBK_00974;gnl|Prokka|LGNBBEFE_00178;gnl|Prokka|LGNBBEFE_00666;gnl|Prokka|LKCJGGKA_02432;gnl|Prokka|LKCJGGKA_04147;gnl|Prokka|MKNIKEAA_02415;gnl|Prokka|MKNIKEAA_04042;gnl|Prokka|NGKABENH_03011;gnl|Prokka|NGKABENH_04354;gnl|Prokka|NKEMDPIE_02221;gnl|Prokka|NKEMDPIE_04105;gnl|Prokka|PJBPACPC_00731;gnl|Prokka|PJBPACPC_02775;gnl|Prokka|PLJPCPFJ_02419;gnl|Prokka|PLJPCPFJ_04048,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
K04565,superoxide dismutase; Cu-Zn family [EC:1.15.1.1],gnl|Prokka|AKEAHCKB_00267;gnl|Prokka|APDOGEMG_04187;gnl|Prokka|BNGDJCLN_04206;gnl|Prokka|COAKLHLB_03472;gnl|Prokka|HCDLLMMA_03975;gnl|Prokka|HIPMDEKK_03413;gnl|Prokka|IAHBEFHN_03544;gnl|Prokka|ICHPHMKM_03129;gnl|Prokka|JCIDEFIG_01610;gnl|Prokka|JDDPIIHO_03347;gnl|Prokka|KAGGKOGE_03708;gnl|Prokka|KIDIHNBK_01007;gnl|Prokka|LGNBBEFE_02570;gnl|Prokka|LKCJGGKA_02398;gnl|Prokka|MKNIKEAA_02448;gnl|Prokka|NGKABENH_02978;gnl|Prokka|NKEMDPIE_02253;gnl|Prokka|PJBPACPC_00764;gnl|Prokka|PLJPCPFJ_02453,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
